,Team,OFFENSE: Pts/Poss,OFFENSE: eFG%,OFFENSE: TOV%,OFFENSE: ORB%,OFFENSE: FT Rate,DEFENSE: Pts/Poss,DEFENSE: eFG%,DEFENSE: TOV%,DEFENSE: ORB%,DEFENSE: FT Rate,year,team_year,eFG%,Loc eFG%,Rim,Short Mid,Long Mid,All Mid,Corner Three,Non Corner,All Three,Pts/Poss,HALFCOURT: Pts/Play,HALFCOURT: OREB%,HALFCOURT: % of Plays,PUTBACKS: Pts/Miss,PUTBACKS: Plays/Miss,PUTBACKS: Pts/Play,ALL TRANSITION: Pts+/Poss,ALL TRANSITION: Freq,ALL TRANSITION: Pts/Play,OFF STEALS: Pts+/Poss,OFF STEALS: Freq,OFF STEALS: Pts/Play,OFF LIVE REBOUNDS: Pts+/Poss,OFF LIVE REBOUNDS: Freq,OFF LIVE REBOUNDS: Pts/Play
247,Golden State,104.9,0.5,0.14800000000000002,0.239,21.0,114.5,0.5579999999999999,0.153,0.268,19.6,2020,Golden State 2020,0.5,0.522,0.623,0.39,0.397,0.39299999999999996,0.396,0.326,0.34,104.9,90.0,0.24100000000000002,0.818,17.8,16.1,107.5,1.9,0.131,119.9,1.1,0.596,126.6,1.0,0.24100000000000002,117.8
248,Average,112.9,0.541,0.138,0.251,19.2,112.9,0.541,0.138,0.251,19.2,2021,Average 2021,0.541,0.545,0.6409999999999999,0.428,0.41700000000000004,0.424,0.39299999999999996,0.365,0.37200000000000005,112.9,96.9,0.256,0.8059999999999999,19.5,16.8,113.2,2.7,0.147,125.8,1.5,0.628,137.7,1.1,0.275,120.0
249,Utah,118.8,0.569,0.142,0.272,20.0,107.5,0.508,0.11699999999999999,0.22699999999999998,15.1,2021,Utah 2021,0.569,0.5489999999999999,0.655,0.449,0.38799999999999996,0.43700000000000006,0.40399999999999997,0.392,0.396,118.8,102.0,0.28,0.805,20.3,17.7,111.8,3.7,0.146,133.8,1.1,0.5870000000000001,133.9,2.5,0.272,133.2
250,LA Clippers,118.6,0.57,0.135,0.257,19.1,111.8,0.536,0.132,0.23600000000000002,18.2,2021,LA Clippers 2021,0.57,0.5379999999999999,0.6559999999999999,0.439,0.436,0.43799999999999994,0.465,0.39799999999999996,0.418,118.6,103.5,0.266,0.818,20.0,16.9,116.3,2.5,0.135,127.3,1.6,0.602,141.3,1.0,0.248,120.6
251,Phoenix,117.7,0.568,0.127,0.23600000000000002,17.6,111.5,0.5379999999999999,0.14,0.24600000000000002,19.4,2021,Phoenix 2021,0.568,0.532,0.674,0.509,0.466,0.491,0.43700000000000006,0.361,0.38299999999999995,117.7,102.7,0.239,0.8109999999999999,19.7,15.1,127.2,3.0,0.15,127.6,1.2,0.643,129.7,1.8,0.271,128.9
252,Brooklyn,119.4,0.581,0.133,0.235,21.0,113.7,0.534,0.126,0.262,18.7,2021,Brooklyn 2021,0.5820000000000001,0.5479999999999999,0.6559999999999999,0.474,0.462,0.47100000000000003,0.41200000000000003,0.39799999999999996,0.401,119.4,104.8,0.252,0.805,19.5,16.1,118.1,3.0,0.153,129.4,1.2,0.613,134.3,2.0,0.306,128.4
253,Milwaukee,117.5,0.5670000000000001,0.134,0.257,17.8,112.1,0.542,0.128,0.23,15.2,2021,Milwaukee 2021,0.5670000000000001,0.544,0.6779999999999999,0.44299999999999995,0.43200000000000005,0.43799999999999994,0.39899999999999997,0.385,0.38799999999999996,117.5,102.0,0.25,0.782,20.2,17.3,114.0,3.0,0.17800000000000002,123.7,1.7,0.626,140.9,1.3,0.33899999999999997,117.5
254,Denver,118.0,0.563,0.13699999999999998,0.284,17.5,112.5,0.5479999999999999,0.146,0.24,19.6,2021,Denver 2021,0.563,0.539,0.674,0.46299999999999997,0.43799999999999994,0.45399999999999996,0.43,0.368,0.38299999999999995,118.0,100.8,0.27699999999999997,0.7979999999999999,22.2,18.9,113.8,3.4,0.149,130.5,1.9,0.595,144.1,1.4,0.276,123.7
255,Philadelphia,113.7,0.5429999999999999,0.14400000000000002,0.266,22.8,108.2,0.526,0.153,0.248,19.3,2021,Philadelphia 2021,0.5429999999999999,0.536,0.632,0.446,0.45799999999999996,0.451,0.423,0.363,0.38,113.7,97.1,0.27,0.7929999999999999,21.7,18.4,114.4,2.5,0.16,122.7,1.8,0.609,136.3,0.7,0.28800000000000003,113.8
256,LA Lakers,110.9,0.54,0.153,0.255,19.9,108.1,0.531,0.153,0.23399999999999999,18.6,2021,LA Lakers 2021,0.54,0.5489999999999999,0.67,0.42700000000000005,0.36200000000000004,0.402,0.365,0.355,0.35700000000000004,110.9,94.3,0.254,0.8029999999999999,20.9,17.1,119.7,2.5,0.15,123.4,1.4,0.586,135.2,1.2,0.287,119.6
257,Portland,119.1,0.546,0.11199999999999999,0.263,19.7,116.7,0.552,0.128,0.255,19.8,2021,Portland 2021,0.546,0.546,0.611,0.377,0.44,0.406,0.385,0.39399999999999996,0.392,119.1,101.8,0.27,0.815,22.9,18.7,119.3,2.3,0.126,125.4,0.8,0.621,122.1,1.4,0.23600000000000002,127.0
258,Dallas,116.2,0.556,0.12300000000000001,0.23800000000000002,18.9,113.8,0.5379999999999999,0.128,0.252,19.8,2021,Dallas 2021,0.556,0.54,0.688,0.457,0.43,0.447,0.376,0.366,0.369,116.2,102.2,0.242,0.8370000000000001,17.6,15.0,114.7,2.0,0.11699999999999999,124.5,1.1,0.616,132.0,0.9,0.215,120.5
259,New York,110.7,0.526,0.135,0.253,18.6,108.4,0.511,0.132,0.249,19.4,2021,New York 2021,0.526,0.5379999999999999,0.598,0.395,0.414,0.402,0.425,0.382,0.395,110.7,94.5,0.261,0.831,18.8,16.4,111.8,2.0,0.121,124.7,1.2,0.581,133.3,0.9,0.209,121.2
260,Atlanta,115.5,0.542,0.133,0.268,22.6,113.2,0.5329999999999999,0.125,0.247,19.0,2021,Atlanta 2021,0.542,0.542,0.634,0.431,0.442,0.434,0.39399999999999996,0.369,0.375,115.5,99.2,0.273,0.7979999999999999,23.7,19.9,115.4,2.4,0.141,125.8,1.2,0.598,134.6,1.1,0.268,121.2
261,Boston,114.2,0.545,0.14,0.271,18.1,112.6,0.5429999999999999,0.14300000000000002,0.251,21.4,2021,Boston 2021,0.545,0.54,0.665,0.41600000000000004,0.41200000000000003,0.415,0.391,0.375,0.379,114.2,96.9,0.287,0.8079999999999999,20.1,18.0,108.9,3.0,0.14300000000000002,129.4,2.0,0.614,148.9,0.8,0.263,117.1
262,Memphis,112.3,0.528,0.131,0.27399999999999997,17.6,111.6,0.539,0.146,0.249,19.4,2021,Memphis 2021,0.528,0.536,0.637,0.442,0.41200000000000003,0.436,0.374,0.35,0.35700000000000004,112.3,92.4,0.28,0.772,23.2,19.5,115.5,4.0,0.174,131.6,2.2,0.654,146.1,1.9,0.322,124.5
263,Golden State,111.1,0.55,0.147,0.20800000000000002,19.1,110.7,0.526,0.146,0.258,22.9,2021,Golden State 2021,0.55,0.547,0.665,0.424,0.376,0.406,0.39799999999999996,0.369,0.376,111.1,98.4,0.218,0.8270000000000001,15.1,13.3,111.4,1.8,0.135,122.1,1.1,0.564,132.4,0.8,0.249,118.5
264,Miami,111.8,0.547,0.14400000000000002,0.223,20.2,111.7,0.545,0.157,0.252,18.4,2021,Miami 2021,0.547,0.5489999999999999,0.6809999999999999,0.41200000000000003,0.408,0.41,0.35200000000000004,0.366,0.36200000000000004,111.8,97.5,0.228,0.8170000000000001,15.9,13.7,114.4,2.8,0.149,126.7,1.7,0.627,135.6,1.1,0.271,122.0
265,Indiana,112.5,0.544,0.131,0.231,17.8,112.9,0.534,0.14400000000000002,0.285,20.2,2021,Indiana 2021,0.544,0.555,0.624,0.431,0.424,0.429,0.41,0.35200000000000004,0.365,112.5,96.8,0.23399999999999999,0.805,17.9,14.3,123.4,3.2,0.155,129.1,1.8,0.6609999999999999,140.4,1.2,0.287,121.5
266,New Orleans,114.0,0.54,0.14400000000000002,0.28600000000000003,21.6,114.7,0.555,0.131,0.231,18.9,2021,New Orleans 2021,0.54,0.557,0.636,0.414,0.44,0.424,0.35100000000000003,0.35200000000000004,0.35200000000000004,114.0,96.0,0.292,0.7879999999999999,25.3,21.6,113.5,2.8,0.152,125.8,1.4,0.655,133.1,1.4,0.284,122.8
267,San Antonio,111.8,0.521,0.113,0.23,18.9,112.8,0.541,0.132,0.249,17.4,2021,San Antonio 2021,0.521,0.531,0.627,0.42700000000000005,0.446,0.435,0.37,0.353,0.35700000000000004,111.8,97.2,0.23399999999999999,0.812,17.5,15.7,109.2,2.0,0.14,121.2,1.2,0.6409999999999999,131.6,0.8,0.265,116.0
268,Toronto,112.3,0.532,0.132,0.24,19.9,113.5,0.5479999999999999,0.162,0.276,23.4,2021,Toronto 2021,0.532,0.551,0.624,0.385,0.39,0.387,0.376,0.37,0.37200000000000005,112.3,95.6,0.244,0.7929999999999999,17.9,15.2,115.6,3.4,0.166,127.5,1.7,0.631,137.5,1.7,0.32799999999999996,124.0
269,Chicago,111.8,0.551,0.15,0.249,15.3,113.1,0.542,0.126,0.221,19.8,2021,Chicago 2021,0.551,0.547,0.649,0.441,0.423,0.435,0.424,0.36,0.376,111.8,95.8,0.252,0.823,20.7,17.0,119.0,2.7,0.129,129.8,1.6,0.605,143.4,1.2,0.24100000000000002,124.1
270,Washington,111.6,0.5329999999999999,0.136,0.23800000000000002,22.1,113.2,0.54,0.14,0.251,21.5,2021,Washington 2021,0.534,0.53,0.667,0.462,0.42100000000000004,0.447,0.365,0.35200000000000004,0.35600000000000004,111.6,96.2,0.247,0.78,18.6,16.1,113.8,2.8,0.17800000000000002,122.8,1.7,0.669,141.4,1.0,0.366,115.2
271,Charlotte,111.0,0.537,0.151,0.261,17.7,113.5,0.556,0.14800000000000002,0.261,16.4,2021,Charlotte 2021,0.537,0.555,0.604,0.409,0.39799999999999996,0.406,0.415,0.364,0.376,111.0,94.7,0.266,0.794,18.0,17.2,102.0,2.9,0.158,125.9,2.4,0.6679999999999999,151.0,0.5,0.3,111.9
272,Sacramento,114.2,0.5529999999999999,0.133,0.242,18.5,117.6,0.5589999999999999,0.136,0.275,20.3,2021,Sacramento 2021,0.5529999999999999,0.541,0.674,0.451,0.415,0.441,0.43,0.353,0.371,114.2,98.3,0.243,0.8029999999999999,18.5,16.5,109.5,3.7,0.149,132.4,2.0,0.644,147.6,1.6,0.306,124.6
273,Detroit,108.4,0.52,0.152,0.257,20.7,113.2,0.5429999999999999,0.141,0.262,19.5,2021,Detroit 2021,0.519,0.551,0.629,0.375,0.389,0.379,0.35,0.353,0.35200000000000004,108.4,91.8,0.262,0.812,19.0,16.3,114.6,2.0,0.14,120.7,1.5,0.621,136.8,0.6,0.271,112.9
274,Minnesota,110.1,0.523,0.141,0.26,19.3,116.2,0.5589999999999999,0.14800000000000002,0.271,20.7,2021,Minnesota 2021,0.523,0.556,0.615,0.379,0.37,0.376,0.37,0.35200000000000004,0.35600000000000004,110.1,93.9,0.261,0.799,19.1,17.6,105.8,2.3,0.14800000000000002,122.1,1.8,0.72,134.5,0.5,0.255,113.2
275,Houston,107.7,0.526,0.146,0.226,18.7,116.2,0.56,0.14400000000000002,0.268,20.2,2021,Houston 2021,0.527,0.561,0.642,0.37,0.321,0.353,0.35100000000000003,0.344,0.34600000000000003,107.7,93.0,0.23600000000000002,0.83,16.6,14.5,113.0,2.0,0.129,123.8,1.4,0.659,133.6,0.4,0.226,115.1
276,Cleveland,106.3,0.512,0.16,0.275,19.2,115.1,0.56,0.14300000000000002,0.254,18.5,2021,Cleveland 2021,0.512,0.551,0.603,0.41700000000000004,0.373,0.40700000000000003,0.377,0.331,0.342,106.3,89.2,0.27699999999999997,0.8079999999999999,19.3,17.9,104.8,2.1,0.142,122.4,1.9,0.639,143.1,0.3,0.267,110.2
277,Orlando,105.6,0.495,0.131,0.239,18.1,114.7,0.5489999999999999,0.129,0.245,17.1,2021,Orlando 2021,0.495,0.528,0.605,0.39299999999999996,0.40299999999999997,0.397,0.361,0.348,0.35,105.6,88.7,0.242,0.802,18.5,16.4,110.0,2.5,0.145,125.3,1.3,0.62,135.1,1.2,0.27699999999999997,120.4
278,Oklahoma City,103.9,0.514,0.16,0.23800000000000002,17.1,115.1,0.5489999999999999,0.125,0.249,16.9,2021,Oklahoma City 2021,0.514,0.552,0.595,0.409,0.386,0.40299999999999997,0.38,0.34,0.348,103.9,89.9,0.247,0.812,16.9,16.3,100.6,1.1,0.139,115.5,1.0,0.634,130.3,0.2,0.263,109.9
279,Average,111.4,0.531,0.14,0.261,19.0,111.4,0.531,0.14,0.261,19.0,2022,Average 2022,0.531,0.535,0.648,0.425,0.41100000000000003,0.42,0.38299999999999995,0.34600000000000003,0.355,111.4,94.9,0.265,0.8,19.7,17.3,110.7,2.7,0.15,124.3,1.6,0.623,138.0,1.1,0.282,117.7
280,Phoenix,115.4,0.552,0.127,0.245,18.0,106.6,0.51,0.14800000000000002,0.26,18.1,2022,Phoenix 2022,0.552,0.514,0.677,0.49200000000000005,0.462,0.48200000000000004,0.396,0.364,0.373,115.4,99.5,0.247,0.7959999999999999,18.8,17.0,108.1,3.7,0.155,131.9,2.1,0.617,145.6,1.7,0.267,126.1
281,Utah,117.5,0.562,0.14400000000000002,0.282,20.6,109.9,0.522,0.124,0.252,15.4,2022,Utah 2022,0.562,0.539,0.691,0.451,0.41600000000000004,0.446,0.39799999999999996,0.359,0.37,117.5,100.7,0.29600000000000004,0.8079999999999999,23.1,18.8,120.0,2.5,0.139,123.6,1.5,0.598,140.2,1.0,0.254,116.0
282,Golden State,112.6,0.5529999999999999,0.153,0.257,17.8,106.9,0.514,0.153,0.256,20.0,2022,Golden State 2022,0.5529999999999999,0.539,0.701,0.426,0.37799999999999995,0.409,0.34700000000000003,0.371,0.365,112.6,97.5,0.26,0.799,19.0,17.0,108.9,2.3,0.153,120.2,1.8,0.615,135.1,0.6,0.25,110.9
283,Miami,113.5,0.545,0.15,0.271,20.2,108.1,0.524,0.157,0.251,20.3,2022,Miami 2022,0.545,0.535,0.655,0.423,0.385,0.41100000000000003,0.41700000000000004,0.366,0.38299999999999995,113.5,96.5,0.27699999999999997,0.8059999999999999,18.6,17.0,106.9,3.6,0.145,132.9,1.6,0.561,141.6,2.0,0.276,130.1
284,Boston,112.1,0.53,0.14,0.264,19.9,106.6,0.502,0.14400000000000002,0.266,18.3,2022,Boston 2022,0.53,0.532,0.6829999999999999,0.406,0.41200000000000003,0.409,0.392,0.331,0.34700000000000003,112.1,96.2,0.268,0.8079999999999999,20.6,18.1,110.5,1.9,0.139,120.6,1.5,0.599,138.8,0.4,0.248,112.4
285,Memphis,114.9,0.524,0.131,0.326,18.5,109.6,0.527,0.15,0.259,18.8,2022,Memphis 2022,0.523,0.536,0.637,0.42,0.395,0.415,0.365,0.345,0.35,114.9,92.6,0.32899999999999996,0.747,26.9,22.6,115.3,4.2,0.188,127.1,2.7,0.665,146.0,1.3,0.33899999999999997,114.7
286,Milwaukee,115.2,0.5479999999999999,0.133,0.258,19.8,110.5,0.532,0.133,0.24100000000000002,16.4,2022,Milwaukee 2022,0.5479999999999999,0.535,0.6729999999999999,0.435,0.41100000000000003,0.426,0.39,0.36200000000000004,0.369,115.2,98.9,0.26899999999999996,0.785,20.4,17.8,111.8,2.7,0.16899999999999998,123.1,1.5,0.602,138.5,1.4,0.32799999999999996,118.4
287,Minnesota,113.9,0.5379999999999999,0.14300000000000002,0.281,18.8,110.2,0.531,0.165,0.282,23.2,2022,Minnesota 2022,0.5379999999999999,0.545,0.642,0.423,0.381,0.41100000000000003,0.385,0.349,0.358,113.9,96.0,0.289,0.7759999999999999,22.8,19.9,111.0,2.7,0.16699999999999998,122.5,1.8,0.6940000000000001,135.0,0.8,0.306,114.1
288,Cleveland,111.0,0.536,0.152,0.266,19.5,107.8,0.513,0.14400000000000002,0.265,16.0,2022,Cleveland 2022,0.536,0.541,0.6629999999999999,0.39899999999999997,0.428,0.40700000000000003,0.348,0.353,0.35100000000000003,111.0,93.2,0.278,0.8029999999999999,21.5,18.7,112.0,3.2,0.14300000000000002,129.5,1.8,0.581,146.8,1.4,0.26899999999999996,121.0
289,Dallas,112.3,0.534,0.128,0.245,18.6,109.1,0.523,0.142,0.253,18.0,2022,Dallas 2022,0.534,0.527,0.685,0.449,0.41200000000000003,0.43700000000000006,0.397,0.33,0.348,112.3,98.7,0.252,0.833,14.9,14.6,100.0,1.1,0.128,114.8,0.7,0.564,122.4,0.4,0.23399999999999999,111.6
290,Philadelphia,112.6,0.532,0.129,0.228,22.5,110.0,0.52,0.13699999999999998,0.264,18.9,2022,Philadelphia 2022,0.532,0.529,0.6579999999999999,0.413,0.44299999999999995,0.424,0.373,0.36,0.364,112.6,98.3,0.23600000000000002,0.812,17.2,15.2,110.6,2.5,0.146,125.9,1.7,0.634,140.1,0.9,0.268,118.9
291,Denver,113.2,0.552,0.147,0.25,18.7,110.6,0.534,0.133,0.231,17.8,2022,Denver 2022,0.551,0.54,0.69,0.444,0.434,0.441,0.377,0.34299999999999997,0.35200000000000004,113.2,97.4,0.252,0.802,19.0,16.1,115.8,3.0,0.156,127.6,1.2,0.638,129.4,1.6,0.289,125.2
292,Chicago,114.3,0.5489999999999999,0.13,0.233,19.9,112.8,0.537,0.133,0.251,19.4,2022,Chicago 2022,0.5489999999999999,0.528,0.6509999999999999,0.467,0.43799999999999994,0.45299999999999996,0.435,0.35600000000000004,0.379,114.3,99.2,0.23199999999999998,0.8170000000000001,16.8,14.8,111.7,3.8,0.141,133.2,2.3,0.634,156.4,1.4,0.264,120.8
293,Toronto,112.0,0.51,0.131,0.307,17.7,110.7,0.537,0.165,0.281,20.4,2022,Toronto 2022,0.51,0.528,0.621,0.41,0.39299999999999996,0.40399999999999997,0.408,0.33799999999999997,0.35600000000000004,112.0,90.9,0.312,0.759,23.5,21.0,107.5,3.4,0.183,124.3,2.0,0.643,137.2,1.4,0.359,118.0
294,Atlanta,115.0,0.542,0.122,0.257,20.4,114.7,0.545,0.126,0.25,17.6,2022,Atlanta 2022,0.542,0.53,0.652,0.42700000000000005,0.431,0.428,0.401,0.368,0.376,115.0,100.1,0.256,0.8079999999999999,18.3,17.4,102.2,2.9,0.139,127.8,1.2,0.5760000000000001,136.4,1.4,0.27,122.6
295,Charlotte,112.6,0.535,0.13,0.257,17.6,112.8,0.544,0.14800000000000002,0.275,19.0,2022,Charlotte 2022,0.535,0.55,0.635,0.37200000000000005,0.43,0.38799999999999996,0.368,0.358,0.361,112.6,95.2,0.26,0.78,19.1,17.4,107.0,3.9,0.17,129.5,2.5,0.7140000000000001,142.9,1.5,0.312,123.3
296,Brooklyn,113.3,0.537,0.139,0.262,19.4,113.5,0.525,0.132,0.27899999999999997,20.1,2022,Brooklyn 2022,0.536,0.527,0.62,0.455,0.47700000000000004,0.46399999999999997,0.382,0.355,0.36200000000000004,113.3,96.9,0.256,0.802,19.3,17.0,110.1,2.9,0.153,126.1,1.1,0.648,126.9,1.8,0.303,125.7
297,LA Clippers,108.8,0.529,0.145,0.24100000000000002,17.1,109.0,0.512,0.139,0.276,16.5,2022,LA Clippers 2022,0.529,0.524,0.64,0.452,0.376,0.42,0.41100000000000003,0.36200000000000004,0.373,108.8,95.0,0.24100000000000002,0.799,15.9,14.8,104.5,1.3,0.16399999999999998,113.7,1.0,0.613,126.4,0.4,0.319,108.9
298,New York,110.2,0.513,0.139,0.27899999999999997,20.3,110.9,0.521,0.13,0.248,20.0,2022,New York 2022,0.513,0.537,0.62,0.373,0.379,0.376,0.379,0.35,0.35700000000000004,110.2,91.7,0.28800000000000003,0.8029999999999999,21.9,19.1,111.6,2.7,0.13699999999999998,126.1,1.5,0.635,137.2,1.2,0.248,120.6
299,San Antonio,112.0,0.528,0.126,0.268,15.0,112.8,0.536,0.13699999999999998,0.27699999999999997,17.5,2022,San Antonio 2022,0.528,0.528,0.639,0.45299999999999996,0.419,0.44299999999999995,0.381,0.344,0.353,112.0,95.1,0.271,0.787,19.8,18.1,106.4,2.8,0.162,123.3,1.9,0.667,140.6,0.7,0.319,112.7
300,Indiana,112.4,0.5329999999999999,0.147,0.292,18.4,114.7,0.54,0.13,0.26,20.9,2022,Indiana 2022,0.5329999999999999,0.542,0.649,0.42200000000000004,0.415,0.42,0.369,0.341,0.348,112.4,94.7,0.293,0.81,21.4,18.3,113.2,2.5,0.134,123.4,1.4,0.6459999999999999,136.7,1.0,0.25,116.0
301,LA Lakers,109.4,0.534,0.146,0.242,18.4,112.2,0.5379999999999999,0.14400000000000002,0.26899999999999996,19.0,2022,LA Lakers 2022,0.535,0.547,0.657,0.38799999999999996,0.39299999999999996,0.39,0.387,0.337,0.349,109.4,93.8,0.245,0.787,18.1,16.6,106.2,2.7,0.17,122.6,1.5,0.5870000000000001,136.6,1.3,0.34600000000000003,118.0
302,New Orleans,109.7,0.516,0.14800000000000002,0.281,20.1,112.5,0.541,0.14,0.248,19.9,2022,New Orleans 2022,0.516,0.536,0.634,0.436,0.4,0.42200000000000004,0.379,0.316,0.332,109.7,91.1,0.29,0.792,21.7,19.0,111.4,2.9,0.156,125.7,1.4,0.63,133.0,1.6,0.299,123.3
303,Washington,110.5,0.532,0.136,0.237,19.5,113.3,0.525,0.11900000000000001,0.259,20.6,2022,Washington 2022,0.532,0.532,0.6970000000000001,0.408,0.413,0.409,0.39899999999999997,0.32299999999999995,0.34299999999999997,110.5,96.3,0.242,0.8170000000000001,19.0,15.4,121.0,1.7,0.135,120.1,0.9,0.589,126.5,0.9,0.27,117.2
304,Sacramento,109.7,0.525,0.14300000000000002,0.253,19.6,115.6,0.55,0.133,0.271,17.8,2022,Sacramento 2022,0.525,0.5329999999999999,0.655,0.42200000000000004,0.423,0.42200000000000004,0.377,0.33399999999999996,0.344,109.7,92.8,0.257,0.802,19.1,16.3,114.9,3.1,0.153,126.8,2.1,0.615,153.2,1.0,0.299,115.9
305,Portland,109.3,0.523,0.14300000000000002,0.254,19.3,115.2,0.556,0.13699999999999998,0.24600000000000002,20.6,2022,Portland 2022,0.523,0.54,0.6,0.425,0.40399999999999997,0.41700000000000004,0.385,0.35,0.358,109.3,93.2,0.266,0.818,19.9,17.3,112.5,1.7,0.129,121.0,1.4,0.615,136.8,0.3,0.231,111.7
306,Oklahoma City,103.5,0.493,0.136,0.242,16.8,111.6,0.532,0.13699999999999998,0.26,16.5,2022,Oklahoma City 2022,0.493,0.534,0.594,0.433,0.39299999999999996,0.424,0.345,0.311,0.318,103.5,87.9,0.23600000000000002,0.809,15.6,14.7,103.5,2.4,0.145,122.0,1.6,0.622,137.8,0.9,0.258,113.8
307,Orlando,104.3,0.503,0.149,0.235,17.8,112.9,0.534,0.134,0.257,19.6,2022,Orlando 2022,0.504,0.537,0.632,0.39899999999999997,0.353,0.385,0.364,0.324,0.332,104.3,88.8,0.24,0.8079999999999999,17.6,14.8,117.0,1.9,0.146,119.7,1.5,0.619,138.1,0.4,0.285,110.9
308,Detroit,104.7,0.491,0.146,0.261,19.1,113.9,0.546,0.14800000000000002,0.28,22.3,2022,Detroit 2022,0.491,0.541,0.595,0.374,0.382,0.377,0.358,0.318,0.33,104.7,87.1,0.257,0.799,20.1,18.3,105.7,2.5,0.141,125.0,1.5,0.607,137.8,0.9,0.281,117.7
309,Houston,107.8,0.534,0.16699999999999998,0.252,20.4,117.6,0.561,0.138,0.276,20.4,2022,Houston 2022,0.534,0.556,0.636,0.366,0.303,0.35200000000000004,0.35,0.354,0.353,107.8,91.9,0.257,0.8320000000000001,19.9,15.8,124.5,1.4,0.121,116.7,1.2,0.609,130.4,0.4,0.23,111.9
